4030000337;4030000216;Désert 2008;4030000008;Adultes;4.3.6 - 20;0403060119;;
4030000342;4030000219;2010 - 2011 La Bible et nous;4030000008;Adultes;4.3.6 - 21;0403060120;;
4030000345;4030000222;Désert 2010;4030000008;Adultes;4.3.6 - 22;0403060121;;
4030000346;4030000223;2010  - 2011 Parler de la mort , c'est parler de la vie;4030000008;Adultes;4.3.6 - 23;0403060122;;
4030000349;4030000225;Désert 2009;4030000008;Adultes;4.3.6 - 24;0403060123;;
4030000355;4030000230;Voeux 09;4030000008;Adultes;4.3.6 - 25;0403060124;;
4030000357;4030000232;Repas bénéboles 2009;4030000008;Adultes;4.3.6 - 26;0403060125;;
4030000358;4030000234;2010 - 2011 Autour d'un livre;4030000008;Adultes;4.3.6 - 27;0403060126;;
4030000359;4030000235;2010 - 2011 Matinée Lectio Divina;4030000008;Adultes;4.3.6 - 28;0403060127;;
4030000363;4030000237;Adieux NB - mars 2010;4030000008;Adultes;4.3.6 - 29;0403060128;;
4030000365;4030000239;Adieux NB - Repas/Inscriptions;4030000008;Adultes;4.3.6 - 30;0403060129;;
4030000367;4030000240;Retraite Acey 2011;4030000008;Adultes;4.3.6 - 31;0403060130;;
4030000368;4030000241;Retraite Acey  2006 - 2010;4030000008;Adultes;4.3.6 - 32;0403060131;;
4030000375;4030000242;Repas bénévole 2011;4030000008;Adultes;4.3.6 - 33;0403060132;;
4030000159;4030000116;St-Nicolas - bricolages enfants;4030000009;St-Nicolas;4.3.12 - 1;0403120100;;
4030000168;4030000117;St-Nicolas - buffet;4030000009;St-Nicolas;4.3.12 - 2;0403120200;;
4030000160;4030000118;St-Nicolas - couronnes;4030000009;St-Nicolas;4.3.12 - 3;0403120300;;
4030000170;4030000120;St-Nicolas - pâtisserie;4030000009;St-Nicolas;4.3.12 - 4;0403120400;;
4030000171;4030000121;St-Nicolas - porcelaine;4030000009;St-Nicolas;4.3.12 - 5;0403120500;;
4030000172;4030000122;St-Nicolas - Administration & gestion;4030000009;St-Nicolas;4.3.12 - 6;0403120600;;
4030000161;4030000124;St-Nicolas - transport;4030000009;St-Nicolas;4.3.12 - 7;0403120700;;
4030000269;4030000168;St-Nicolas - écorce;4030000009;St-Nicolas;4.3.12 - 8;0403120800;;
4030000271;4030000169;St-Nicolas - décoration et divers;4030000009;St-Nicolas;4.3.12 - 9;0403120900;;
4030000351;4030000171;St-Nicolas - Responsables stands;4030000009;St-Nicolas;4.3.12 - 10;0403121000;;
4030000187;4030000013;Administration - Conseillers paroissiaux ;4030000011;Culte;4.1.2 - 1;0401020100;;
4030000192;4030000014;Cultes - Services funèbres;4030000011;Culte;4.3.3 - 7;0403030700;;
4030000188;4030000016;Cultes - Pasteurs et diacre;4030000011;Culte;4.3.3 - 8;0403030800;;
4030000174;4030000086;Cultes - Accueil, cène et offrande;4030000011;Culte;4.3.3 - 9;0403030900;;
4030000175;4030000087;Cultes - Café;4030000011;Culte;4.3.3 - 10;0403031000;;
4030000176;4030000088;Cultes - Cène;4030000011;Culte;4.3.3 - 11;0403031100;;
4030000177;4030000090;Cultes - Divers;4030000011;Culte;4.3.3 - 12;0403031200;;
4030000178;4030000091;Cultes - Fleuristes;4030000011;Culte;4.3.3 - 5;0403030500;;
4030000180;4030000094;Cultes - Lecteurs;4030000011;Culte;4.3.3 - 1;0403030100;;
4030000181;4030000095;Cultes - Marguillier, concierges et responsable Eglises;4030000011;Culte;4.3.3 - 4;0403030400;;
4030000182;4030000096;Cultes - Musicien(ne)s;4030000011;Culte;4.3.3 - 2;0403030200;;
4030000183;4030000097;Cultes - Offrandes Echichens et Monnaz;4030000011;Culte;4.3.3 - 13;0403031300;;
4030000371;4030000132;Cultes - Cène à domicile;4030000011;Culte;4.3.3 - 14;0403031400;;
4030000264;4030000165;Administration - Collaborateurs du Conseil Paroissial;4030000011;Culte;4.3.3 - 15;0403031500;;
4030000311;4030000185;Cultes - Ecole du dimanche;4030000011;Culte;4.3.3 - 16;0403031600;;
4030000309;4030000197;Cultes - Remplaçants;4030000011;Culte;4.3.3 - 17;0403031700;;
4030000211;4030000002;Administration - Bureau AP;4030000012;Annuaire / responsables-animateurs;4.5.1 - 1;0405010100;;
4030000245;4030000003;Administration - Commission de gestion;4030000012;Annuaire / responsables-animateurs;4.5.1 - 2;0405010200;;
4030000228;4030000004;Administration - Bâtiments;4030000012;Annuaire / responsables-animateurs;4.5.1 - 3;0405010300;;
4030000244;4030000005;Administration - Bureau du Conseil paroissial;4030000012;Annuaire / responsables-animateurs;4.5.1 - 4;0405010400;;
4030000186;4030000013;Administration - Conseillers paroissiaux ;4030000012;Annuaire / responsables-animateurs;4.5.1 - 5;0405010500;;
4030000193;4030000014;Cultes - Services funèbres;4030000012;Annuaire / responsables-animateurs;4.5.1 - 6;0405010600;;
4030000185;4030000016;Cultes - Pasteurs et diacre;4030000012;Annuaire / responsables-animateurs;4.5.1 - 7;0405010700;;
4030000229;4030000018;Administration - Informatique, secrétariat;4030000012;Annuaire / responsables-animateurs;4.5.1 - 8;0405010800;;
4030000212;4030000020;Administration - Délégués à l'AR;4030000012;Annuaire / responsables-animateurs;4.5.1 - 9;0405010900;;
4030000231;4030000021;Entretien - Envoi  réservation locaux paroissiaux;4030000012;Annuaire / responsables-animateurs;4.5.1 - 10;0405011000;;
4030000189;4030000022;Administration - Secrétariat paroissial;4030000012;Annuaire / responsables-animateurs;4.5.1 - 11;0405011100;;
4030000216;4030000039;Enfance / CE moniteurs, monitrices;4030000012;Annuaire / responsables-animateurs;4.5.1 - 12;0405011200;;
4030000218;4030000043;Enfance / EF - moniteurs, monitrices;4030000012;Annuaire / responsables-animateurs;4.5.1 - 13;0405011300;;
4030000257;4030000056;Jeunesse - Pasteur, diacre et secrétariat;4030000012;Annuaire / responsables-animateurs;4.5.1 - 14;0405011400;;
4030000276;4030000072;Groupe - Espace Culturel des Terreaux;4030000012;Annuaire / responsables-animateurs;4.5.1 - 15;0405011500;;
4030000196;4030000086;Cultes - Accueil, cène et offrande;4030000012;Annuaire / responsables-animateurs;4.5.1 - 16;0405011600;;
4030000201;4030000087;Cultes - Café;4030000012;Annuaire / responsables-animateurs;4.5.1 - 17;0405011700;;
4030000194;4030000088;Cultes - Cène;4030000012;Annuaire / responsables-animateurs;4.5.1 - 18;0405011800;;
4030000210;4030000090;Cultes - Divers;4030000012;Annuaire / responsables-animateurs;4.5.1 - 19;0405011900;;
4030000199;4030000091;Cultes - Fleuristes;4030000012;Annuaire / responsables-animateurs;4.5.1 - 20;0405012000;;
4030000198;4030000094;Cultes - Lecteurs;4030000012;Annuaire / responsables-animateurs;4.5.1 - 21;0405012100;;
4030000191;4030000095;Cultes - Marguillier, concierges et responsable Eglises;4030000012;Annuaire / responsables-animateurs;4.5.1 - 22;0405012200;;
4030000197;4030000096;Cultes - Musicien(ne)s;4030000012;Annuaire / responsables-animateurs;4.5.1 - 23;0405012300;;
4030000195;4030000097;Cultes - Offrandes Echichens et Monnaz;4030000012;Annuaire / responsables-animateurs;4.5.1 - 24;0405012400;;
4030000213;4030000099;Groupe - Plateforme des Eglises chrétiennes;4030000012;Annuaire / responsables-animateurs;4.5.1 - 25;0405012500;;
4030000209;4030000100;"Cultes - Officiant ""Prière et Danse""";4030000012;Annuaire / responsables-animateurs;4.5.1 - 26;0405012600;;
4030000208;4030000101;Cultes - Officiants à Espace-Souffle;4030000012;Annuaire / responsables-animateurs;4.5.1 - 27;0405012700;;
4030000205;4030000104;Terre Nouvelle - Responsables Ouverture Monde;4030000012;Annuaire / responsables-animateurs;4.5.1 - 28;0405012800;;
4030000230;4030000105;"Administration - Relais ""Bonne Nouvelle""";4030000012;Annuaire / responsables-animateurs;4.5.1 - 29;0405012900;;
4030000207;4030000106;Cultes - Officiants Office de Taizé;4030000012;Annuaire / responsables-animateurs;4.5.1 - 30;0405013000;;
4030000234;4030000107;Terre Nouvelle - Commission ;4030000012;Annuaire / responsables-animateurs;4.5.1 - 31;0405013100;;
4030000236;4030000111;Terre Nouvelle - Responsables Vente;4030000012;Annuaire / responsables-animateurs;4.5.1 - 32;0405013200;;
4030000239;4030000122;St-Nicolas - Administration & gestion;4030000012;Annuaire / responsables-animateurs;4.5.1 - 33;0405013300;;
4030000243;4030000125;Groupe - Fondation de Beausobre & Maison Jayet;4030000012;Annuaire / responsables-animateurs;4.5.1 - 34;0405013400;;
4030000246;4030000126;"Groupe - Responsables ""Soupes de Carême""";4030000012;Annuaire / responsables-animateurs;4.5.1 - 35;0405013500;;
4030000240;4030000128;Groupe - Journée mondiale de prière;4030000012;Annuaire / responsables-animateurs;4.5.1 - 36;0405013600;;
4030000242;4030000131;Groupe - Commission Suises-Etrangers;4030000012;Annuaire / responsables-animateurs;4.5.1 - 37;0405013700;;
4030000241;4030000132;Cultes - Cène à domicile;4030000012;Annuaire / responsables-animateurs;4.5.1 - 38;0405013800;;
4030000233;4030000133;Entretien - Locaux paroissiaux;4030000012;Annuaire / responsables-animateurs;4.5.1 - 39;0405013900;;
4030000232;4030000135;Entretien - Nettoyage locaux paroissiaux;4030000012;Annuaire / responsables-animateurs;4.5.1 - 40;0405014000;;
4030000263;4030000165;Administration - Collaborateurs du Conseil Paroissial;4030000012;Annuaire / responsables-animateurs;4.5.1 - 41;0405014100;;
4030000275;4030000171;St-Nicolas - Responsables stands;4030000012;Annuaire / responsables-animateurs;4.5.1 - 42;0405014200;;
4030000278;4030000172;Groupe - Choeur aînés;4030000012;Annuaire / responsables-animateurs;4.5.1 - 43;0405014300;;
4030000312;4030000185;Cultes - Ecole du dimanche;4030000012;Annuaire / responsables-animateurs;4.5.1 - 44;0405014400;;
4030000297;4030000187;Groupe - Gym des aînés;4030000012;Annuaire / responsables-animateurs;4.5.1 - 45;0405014500;;
4030000310;4030000197;Cultes - Remplaçants;4030000012;Annuaire / responsables-animateurs;4.5.1 - 46;0405014600;;
4030000314;4030000198;Entretien - Extérieurs Chapelle;4030000012;Annuaire / responsables-animateurs;4.5.1 - 47;0405014700;;
4030000307;4030000196;Equipe Sapin;4030000013;Noël;4.3.13-1;0403120100;;
4030000374;4030000233;Petites mains;4030000014;Secrétariat;4.3.1 - 2.1;0403010201;;
