Début;DesG;DesSG;Fin;IdxG;IdxP;IdxPar;IdxSG;TexteLibre
;Français;Langue maternelle;;403110406;9010002338;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002339;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002341;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002342;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002350;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002351;9010000000;403110400;
;Allemand;Langue maternelle;;403110401;9010002354;9010000000;403110400;
;Allemand;Langue maternelle;;403110401;9010002355;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002359;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002360;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002361;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002362;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002363;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002364;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002365;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002366;9010000000;403110400;
;Suisse allemand;Langue maternelle;;403110413;9010002367;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002370;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002373;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002374;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002375;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002376;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002377;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002380;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002381;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002383;9010000000;403110400;
;Suédois;Langue maternelle;;403110412;9010002389;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002393;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002394;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002398;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002402;9010000000;403110400;
;Suisse allemand;Langue maternelle;;403110413;9010002403;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002407;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002409;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002410;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002411;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002413;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002414;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002415;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002416;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002417;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002418;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002419;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002420;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002421;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002423;9010000000;403110400;
;Hongrois;Langue maternelle;;403110407;9010002424;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002425;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002428;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002431;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002434;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002438;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002450;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002453;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002454;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002455;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002457;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002460;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002463;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002467;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002470;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002473;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002477;9010000000;403110400;
;Allemand;Langue maternelle;;403110401;9010002478;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002487;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002495;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002497;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002499;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002500;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002503;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002507;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002508;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002509;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002512;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002513;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002514;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002515;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002516;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002517;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002519;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002520;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002521;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002522;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002523;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002524;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002525;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002526;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002535;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002538;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002539;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002542;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002543;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002545;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002546;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002547;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002548;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002549;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002550;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002551;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002553;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002554;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002564;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002565;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002566;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002567;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002569;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002570;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002571;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002576;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002577;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002578;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002579;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002587;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002589;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002593;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002600;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002605;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002607;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002611;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002612;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002613;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002614;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002616;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002617;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002620;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002621;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002622;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002624;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002627;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002629;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002630;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002631;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002632;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002633;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002634;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002635;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002636;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002637;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002638;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002639;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002640;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002641;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002642;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002643;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002644;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002645;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002646;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002648;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002650;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002651;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002653;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002654;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002655;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002656;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002658;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002659;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002664;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002665;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002666;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002667;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002670;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002671;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002672;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002673;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002674;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002675;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002678;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002679;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002680;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002681;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002682;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002683;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002684;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002687;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002688;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002690;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002691;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002692;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002693;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002694;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002695;9010000000;403110400;
;FILLE;Langue maternelle;;403110405;9010002699;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002702;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002703;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002704;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002705;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002706;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002707;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002708;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002709;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002710;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002712;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002714;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002715;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002716;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002717;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002718;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002719;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002721;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002726;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002727;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002728;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002730;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002731;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002740;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002741;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002742;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002743;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002744;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002745;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002746;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002747;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002749;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002750;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002751;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002757;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002758;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002759;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002760;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002761;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002763;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002764;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002765;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002766;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002769;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002773;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002774;9010000000;403110400;
;Danois;Langue maternelle;;403110403;9010002775;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002776;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002777;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002779;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002780;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002781;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002786;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002787;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002788;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002792;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002793;9010000000;403110400;
;Allemand;Langue maternelle;;403110401;9010002794;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002795;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002796;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002797;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002798;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002799;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002800;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002801;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002802;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002803;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002805;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002806;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002807;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002808;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002809;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002812;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002813;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002815;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002816;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002817;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010002821;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002822;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002823;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002824;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002825;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002826;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002827;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002828;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002829;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002830;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002835;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002841;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002842;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002843;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002844;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002845;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002846;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002849;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002850;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002853;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002855;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002857;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002858;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002859;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002860;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002861;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002863;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002864;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002865;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002868;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002871;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002872;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002873;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002874;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002875;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002876;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002877;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002878;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002880;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002882;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002884;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002885;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002886;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002887;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002888;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002890;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002891;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002892;9010000000;403110400;
;suédois;Langue maternelle;;403110412;9010002893;9010000000;403110400;
;suédois;Langue maternelle;;403110412;9010002894;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002895;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002896;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002897;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002898;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002899;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002900;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002901;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002902;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002903;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002905;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002906;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002907;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002908;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002909;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002910;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002911;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002912;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002913;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002920;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002921;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002925;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002926;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002930;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002931;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002932;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002933;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002935;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002938;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002939;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002940;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002941;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002942;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002943;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002944;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002945;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002947;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002948;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002949;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002950;9010000000;403110400;
;Suédois;Langue maternelle;;403110412;9010002951;9010000000;403110400;
;Suédois;Langue maternelle;;403110412;9010002952;9010000000;403110400;
;Suédois;Langue maternelle;;403110412;9010002953;9010000000;403110400;
;Suédois;Langue maternelle;;403110412;9010002954;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002955;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002957;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002958;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002959;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002960;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002961;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002962;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002963;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002965;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002966;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002967;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002968;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002969;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002970;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002971;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002972;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002973;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002974;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002978;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002979;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002980;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002981;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002982;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002983;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002984;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002985;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002986;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002987;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002990;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002993;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002996;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002997;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010002998;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003000;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003001;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003002;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003003;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003004;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003005;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003006;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003008;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003009;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003012;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003014;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003017;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003018;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003019;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003023;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003024;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003025;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003026;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003027;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003028;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003029;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003035;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003036;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003037;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003038;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003041;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003042;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003043;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003044;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003052;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003053;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003054;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003055;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003056;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003058;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003060;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003061;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003062;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003063;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003064;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003065;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003066;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003067;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003069;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003070;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003071;9010000000;403110400;
;Anglais;Langue maternelle;;403110402;9010003072;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003073;9010000000;403110400;
;Français;Langue maternelle;;403110406;9010003074;9010000000;403110400;
